Country,Year,State,Type of Region,Month,Peak demand MW,Peak demand met MW,Peak Demand Not Met MW,Peak demand not met %
India,FY-2021,Punjab,Northern Region,Jan-22,7105,7105,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Jan-22,15634,15634,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Jan-22,132.630231,132.630231,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Jan-22,14987.49733,14979.12,8.38,0.00%
India,FY-2021,Telangana,Southern Region,Jan-22,11897.171,11840,57.17,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jan-22,1201.119,1201,0.12,0.00%
India,FY-2021,Tripura,North East Region,Jan-22,224,224,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Jan-22,19840,19840,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Jan-22,2468,2468,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Jan-22,6652.013221,6652.013221,0,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Dec-21,59.4,59.4,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Dec-21,9462,9462,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Dec-21,146.131,146,0.13,0.00%
India,FY-2021,Assam,North East Region,Dec-21,1475,1475,0,0.00%
India,FY-2021,Bihar,Eastern Region,Dec-21,4966.953736,4781.116182,185.84,4.00%
India,FY-2021,ChAndigarh,Northern Region,Dec-21,251,251,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Dec-21,4019.4154,4004,15.42,0.00%
India,FY-2021,Delhi,Northern Region,Dec-21,4685,4685,0,0.00%
India,FY-2021,Goa,Western Region,Dec-21,610.25,610.25,0,0.00%
India,FY-2021,Gujarat,Western Region,Dec-21,18021.6963,17709,312.7,2.00%
India,FY-2021,Haryana,Northern Region,Dec-21,7613,7613,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Dec-21,1955,1955,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Dec-21,1808.104554,1551.693494,256.41,14.00%
India,FY-2021,Karnataka,Southern Region,Dec-21,11925.8775,11910,15.88,0.00%
India,FY-2021,Kerala,Southern Region,Dec-21,3829.5257,3824.8217,4.7,0.00%
India,FY-2021,Lakshadweep,Southern Region,Dec-21,8.814,8.814,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Dec-21,15916.6,15916.6,0,0.00%
India,FY-2021,Maharashtra,Western Region,Dec-21,24428.547,24420,8.55,0.00%
India,FY-2021,Manipur,North East Region,Dec-21,245.196,244,1.2,0.00%
India,FY-2021,Meghalaya,North East Region,Dec-21,391,391,0,0.00%
India,FY-2021,Mizoram,North East Region,Dec-21,144,144,0,0.00%
India,FY-2021,NagalAnd,North East Region,Dec-21,154.862,152,2.86,2.00%
India,FY-2021,Odisha,Eastern Region,Dec-21,5430.448642,5427.124529,3.32,0.00%
India,FY-2021,Puducherry,Southern Region,Dec-21,389.5799303,389.136597,0.44,0.00%
India,FY-2021,Punjab,Northern Region,Dec-21,7337,7337,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Dec-21,15752,15752,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Dec-21,133.456815,133.456815,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Dec-21,14219.3999,14219.3999,0,0.00%
India,FY-2021,Telangana,Southern Region,Dec-21,10960.252,10935,25.25,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Dec-21,1189.95095,1189,0.95,0.00%
India,FY-2021,Tripura,North East Region,Dec-21,227,227,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Dec-21,18587,18587,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Dec-21,2318,2318,0,0.00%
India,FY-2021,ChAndigarh,Northern Region,Jul-21,426,426,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Dec-21,6349.312012,6342.652227,6.66,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Nov-21,59,59,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Nov-21,7875.706,7865,10.71,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Nov-21,168.921,142,26.92,16.00%
India,FY-2021,Assam,North East Region,Nov-21,1636,1636,0,0.00%
India,FY-2021,Bihar,Eastern Region,Nov-21,4626.322692,4345.304862,281.02,6.00%
India,FY-2021,ChAndigarh,Northern Region,Nov-21,194,194,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Nov-21,3804.6614,3802,2.66,0.00%
India,FY-2021,Delhi,Northern Region,Nov-21,3831,3831,0,0.00%
India,FY-2021,Goa,Western Region,Nov-21,628.5,628.5,0,0.00%
India,FY-2021,Gujarat,Western Region,Nov-21,17076,17076,0,0.00%
India,FY-2021,Haryana,Northern Region,Nov-21,6785,6785,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Nov-21,1832,1819,13,1.00%
India,FY-2021,JharkhAnd,Eastern Region,Nov-21,1718.900253,1512.766089,206.13,12.00%
India,FY-2021,Karnataka,Southern Region,Nov-21,9389.526667,9356.2925,33.23,0.00%
India,FY-2021,Kerala,Southern Region,Nov-21,3680.2887,3680.2887,0,0.00%
India,FY-2021,Lakshadweep,Southern Region,Nov-21,8.876,8.876,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Nov-21,14480.92,14480.92,0,0.00%
India,FY-2021,Maharashtra,Western Region,Nov-21,25215,25215,0,0.00%
India,FY-2021,Manipur,North East Region,Nov-21,223,223,0,0.00%
India,FY-2021,Meghalaya,North East Region,Nov-21,378,378,0,0.00%
India,FY-2021,Mizoram,North East Region,Nov-21,131,131,0,0.00%
India,FY-2021,NagalAnd,North East Region,Nov-21,152,152,0,0.00%
India,FY-2021,Odisha,Eastern Region,Nov-21,5343.961819,5342.092087,1.87,0.00%
India,FY-2021,Puducherry,Southern Region,Nov-21,392.337714,391.812714,0.52,0.00%
India,FY-2021,Punjab,Northern Region,Nov-21,6405,6405,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Nov-21,14253,14253,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Nov-21,118.4478595,118.365004,0.08,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Nov-21,13204.86623,13198.6849,6.18,0.00%
India,FY-2021,Telangana,Southern Region,Nov-21,8365.154,8353,12.15,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Nov-21,1231.1518,1229,2.15,0.00%
India,FY-2021,Tripura,North East Region,Nov-21,253,253,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Nov-21,16119,16119,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Nov-21,1967,1967,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Nov-21,6775.034285,6767.33644,7.7,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Oct-21,57.9,57.9,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Oct-21,9865,9865,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Oct-21,162.253,140,22.25,14.00%
India,FY-2021,Assam,North East Region,Oct-21,2126.09,2121,5.09,0.00%
India,FY-2021,Bihar,Eastern Region,Oct-21,6543.963684,5774.459831,769.5,12.00%
India,FY-2021,ChAndigarh,Northern Region,Oct-21,273,273,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Oct-21,4387.1938,4378,9.19,0.00%
India,FY-2021,Delhi,Northern Region,Oct-21,5391,5391,0,0.00%
India,FY-2021,Goa,Western Region,Oct-21,639.25,639.25,0,0.00%
India,FY-2021,Gujarat,Western Region,Oct-21,17420,17420,0,0.00%
India,FY-2021,Haryana,Northern Region,Oct-21,8803,8803,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Oct-21,1732,1732,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Oct-21,1697.594738,1519.654177,177.94,10.00%
India,FY-2021,Karnataka,Southern Region,Oct-21,11210.3225,11196.9375,13.39,0.00%
India,FY-2021,Kerala,Southern Region,Oct-21,3747.4808,3742.4618,5.02,0.00%
India,FY-2021,Lakshadweep,Southern Region,Oct-21,9.282,9.282,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Oct-21,11065.56666,11053.96,11.61,0.00%
India,FY-2021,Maharashtra,Western Region,Oct-21,22892,22892,0,0.00%
India,FY-2021,Manipur,North East Region,Oct-21,218.61,217,1.61,1.00%
India,FY-2021,Meghalaya,North East Region,Oct-21,368,368,0,0.00%
India,FY-2021,Mizoram,North East Region,Oct-21,128,128,0,0.00%
India,FY-2021,NagalAnd,North East Region,Oct-21,155.408,151,4.41,3.00%
India,FY-2021,Odisha,Eastern Region,Oct-21,5462.902955,5457.969051,4.93,0.00%
India,FY-2021,Puducherry,Southern Region,Oct-21,448.9902557,446.066589,2.92,1.00%
India,FY-2021,Punjab,Northern Region,Oct-21,9625,9625,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Oct-21,12767,12767,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Oct-21,104.2887573,104.179369,0.11,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Oct-21,14461.94377,14442.5051,19.44,0.00%
India,FY-2021,Telangana,Southern Region,Oct-21,10763.425,10759,4.42,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Oct-21,1224,1224,0,0.00%
India,FY-2021,Tripura,North East Region,Oct-21,327.882,327,0.88,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Oct-21,20174,20174,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Oct-21,2066,2066,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Oct-21,8897.386557,8854.396232,42.99,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Sep-21,57.9,57.9,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Sep-21,10452.1205,10445,7.12,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Sep-21,185.623,156,29.62,16.00%
India,FY-2021,Assam,North East Region,Sep-21,2104,2104,0,0.00%
India,FY-2021,Bihar,Eastern Region,Sep-21,6612.808166,6340.227318,272.58,4.00%
India,FY-2021,ChAndigarh,Northern Region,Sep-21,334,334,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Sep-21,4870,4870,0,0.00%
India,FY-2021,Delhi,Northern Region,Sep-21,5548,5548,0,0.00%
India,FY-2021,Goa,Western Region,Sep-21,613.5,613.5,0,0.00%
India,FY-2021,Gujarat,Western Region,Sep-21,15499.39735,15421,78.4,1.00%
India,FY-2021,Haryana,Northern Region,Sep-21,8980,8980,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Sep-21,1566,1566,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Sep-21,1706.000338,1542.570252,163.43,10.00%
India,FY-2021,Karnataka,Southern Region,Sep-21,12125,12125,0,0.00%
India,FY-2021,Kerala,Southern Region,Sep-21,3761.2708,3761.2708,0,0.00%
India,FY-2021,Lakshadweep,Southern Region,Sep-21,9.621,9.621,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Sep-21,10492.1774,10470.19,21.99,0.00%
India,FY-2021,Maharashtra,Western Region,Sep-21,21502,21502,0,0.00%
India,FY-2021,Manipur,North East Region,Sep-21,210,210,0,0.00%
India,FY-2021,Meghalaya,North East Region,Sep-21,327.785,327,0.79,0.00%
India,FY-2021,Mizoram,North East Region,Sep-21,116,116,0,0.00%
India,FY-2021,NagalAnd,North East Region,Sep-21,173.336,153,20.34,12.00%
India,FY-2021,Odisha,Eastern Region,Sep-21,5609.530709,5605.11668,4.41,0.00%
India,FY-2021,Puducherry,Southern Region,Sep-21,458.682697,456.176697,2.51,1.00%
India,FY-2021,Punjab,Northern Region,Sep-21,12002,12002,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Sep-21,12047,12047,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Sep-21,101.850613,101.850613,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Sep-21,15610.0756,15522.7236,87.35,1.00%
India,FY-2021,Telangana,Southern Region,Sep-21,12454.066,12432,22.07,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Sep-21,1212.9051,1212,0.91,0.00%
India,FY-2021,Tripura,North East Region,Sep-21,305,305,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Sep-21,22990,22990,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Sep-21,2074,2074,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Sep-21,8800.699931,8800.699931,0,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Aug-21,59.5,59.5,0,0.00%
India,FY-2021,Andhra Pradesh,Southern Region,Aug-21,11018,11018,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Aug-21,181.658,153,28.66,16.00%
India,FY-2021,Assam,North East Region,Aug-21,2108.628,2019,89.63,4.00%
India,FY-2021,Bihar,Eastern Region,Aug-21,6678.692563,6240.93388,437.76,7.00%
India,FY-2021,ChAndigarh,Northern Region,Aug-21,356,356,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Aug-21,4877.52075,4869,8.52,0.00%
India,FY-2021,Delhi,Northern Region,Aug-21,6550,6550,0,0.00%
India,FY-2021,Goa,Western Region,Aug-21,606.7328625,605.25,1.48,0.00%
India,FY-2021,Gujarat,Western Region,Aug-21,19451.40255,19431,20.4,0.00%
India,FY-2021,Haryana,Northern Region,Aug-21,11378,11378,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Aug-21,1589,1589,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Aug-21,1785.553167,1610.57117,174.98,10.00%
India,FY-2021,Karnataka,Southern Region,Aug-21,11371.445,11371.445,0,0.00%
India,FY-2021,Kerala,Southern Region,Aug-21,3895.253,3590.99,304.26,8.00%
India,FY-2021,Lakshadweep,Southern Region,Aug-21,9.433,9.433,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Aug-21,10704.82071,10686.12,18.7,0.00%
India,FY-2021,Maharashtra,Western Region,Aug-21,24428,24428,0,0.00%
India,FY-2021,Manipur,North East Region,Aug-21,206,206,0,0.00%
India,FY-2021,Meghalaya,North East Region,Aug-21,331,331,0,0.00%
India,FY-2021,Mizoram,North East Region,Aug-21,107,107,0,0.00%
India,FY-2021,NagalAnd,North East Region,Aug-21,167.743,149,18.74,11.00%
India,FY-2021,Odisha,Eastern Region,Aug-21,5575.257311,5552.422971,22.83,0.00%
India,FY-2021,Puducherry,Southern Region,Aug-21,460.164886,460.164886,0,0.00%
India,FY-2021,Punjab,Northern Region,Aug-21,13215,13215,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Aug-21,14690,14690,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Aug-21,98.53682803,98.193152,0.34,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Aug-21,15729.82067,15718.19,11.63,0.00%
India,FY-2021,Telangana,Southern Region,Aug-21,12855,12855,0,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Aug-21,1214.97,1210,4.97,0.00%
India,FY-2021,Tripura,North East Region,Aug-21,303,303,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Aug-21,23963,23603,360,2.00%
India,FY-2021,UttarakhAnd,Northern Region,Aug-21,2269,2269,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Aug-21,8798.439701,8780.768405,17.67,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Jul-21,58,54,4,7.00%
India,FY-2021,Andhra Pradesh,Southern Region,Jul-21,9654,9654,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Jul-21,196.803,162,34.8,18.00%
India,FY-2021,Assam,North East Region,Jul-21,2103.69,2034,69.69,3.00%
India,FY-2021,Bihar,Eastern Region,Jul-21,7154.184501,6490.03413,664.15,9.00%
India,FY-2021,Chhattisgarh,Western Region,Jul-21,4840,4814,26,1.00%
India,FY-2021,Delhi,Northern Region,Jul-21,7323,7323,0,0.00%
India,FY-2021,Goa,Western Region,Jul-21,590.25,590.25,0,0.00%
India,FY-2021,Gujarat,Western Region,Jul-21,19007,19007,0,0.00%
India,FY-2021,Haryana,Northern Region,Jul-21,12120,12120,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Jul-21,1598,1598,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Jul-21,1708.890575,1590.395818,118.49,7.00%
India,FY-2021,Karnataka,Southern Region,Jul-21,11432.21167,11408,24.21,0.00%
India,FY-2021,Kerala,Southern Region,Jul-21,3618.05,3618.05,0,0.00%
India,FY-2021,Lakshadweep,Southern Region,Jul-21,9.458,9.458,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Jul-21,11194.47,11194.47,0,0.00%
India,FY-2021,Maharashtra,Western Region,Jul-21,24097.43115,24089,8.43,0.00%
India,FY-2021,Manipur,North East Region,Jul-21,206,206,0,0.00%
India,FY-2021,Meghalaya,North East Region,Jul-21,317,317,0,0.00%
India,FY-2021,Mizoram,North East Region,Jul-21,102,102,0,0.00%
India,FY-2021,NagalAnd,North East Region,Jul-21,148.983,145,3.98,3.00%
India,FY-2021,Odisha,Eastern Region,Jul-21,5561.333268,5561.333268,0,0.00%
India,FY-2021,Puducherry,Southern Region,Jul-21,453.5605343,453.537201,0.02,0.00%
India,FY-2021,Punjab,Northern Region,Jul-21,13556,13431,125,1.00%
India,FY-2021,Rajasthan,Northern Region,Jul-21,13974,13974,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Jul-21,95.96783657,95.925869,0.04,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Jul-21,15331.95,15331.95,0,0.00%
India,FY-2021,Telangana,Southern Region,Jul-21,11512,11512,0,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jul-21,1205.56275,1204,1.56,0.00%
India,FY-2021,Tripura,North East Region,Jul-21,296.71,296,0.71,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Jul-21,24965,24795,170,1.00%
India,FY-2021,UttarakhAnd,Northern Region,Jul-21,2269,2269,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Jul-21,8859.045695,8838.937113,20.11,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Jun-21,58,54,4,7.00%
India,FY-2021,Andhra Pradesh,Southern Region,Jun-21,10215.18481,10172,43.18,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Jun-21,141.042,141,0.04,0.00%
India,FY-2021,Assam,North East Region,Jun-21,2060.711,1988,72.71,4.00%
India,FY-2021,Bihar,Eastern Region,Jun-21,6101.827514,6084.259216,17.57,0.00%
India,FY-2021,ChAndigarh,Northern Region,Jun-21,379,379,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Jun-21,4110,4066,44,1.00%
India,FY-2021,Delhi,Northern Region,Jun-21,6921,6921,0,0.00%
India,FY-2021,Goa,Western Region,Jun-21,587.4555375,587.25,0.21,0.00%
India,FY-2021,Gujarat,Western Region,Jun-21,18111.99765,18093,19,0.00%
India,FY-2021,Haryana,Northern Region,Jun-21,11383,11383,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Jun-21,1578,1578,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Jun-21,1702.06492,1519.870361,182.19,11.00%
India,FY-2021,Karnataka,Southern Region,Jun-21,11179.6575,11174.31,5.35,0.00%
India,FY-2021,Kerala,Southern Region,Jun-21,3593.3156,3593.3156,0,0.00%
India,FY-2021,Lakshadweep,Southern Region,Jun-21,9.876,9.876,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Jun-21,9418.14,9418.14,0,0.00%
India,FY-2021,Maharashtra,Western Region,Jun-21,21141,21141,0,0.00%
India,FY-2021,Manipur,North East Region,Jun-21,211.937,210,1.94,1.00%
India,FY-2021,Meghalaya,North East Region,Jun-21,322,322,0,0.00%
India,FY-2021,Mizoram,North East Region,Jun-21,105,105,0,0.00%
India,FY-2021,NagalAnd,North East Region,Jun-21,158.221,150,8.22,5.00%
India,FY-2021,Odisha,Eastern Region,Jun-21,4986.550496,4983.884816,2.67,0.00%
India,FY-2021,Puducherry,Southern Region,Jun-21,440.187195,440.187195,0,0.00%
India,FY-2021,Punjab,Northern Region,Jun-21,13359,13359,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Jun-21,12787,12787,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Jun-21,89.536634,89.536634,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Jun-21,15820.1237,15820.1237,0,0.00%
India,FY-2021,Telangana,Southern Region,Jun-21,11130,11130,0,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Jun-21,1156.34965,1156,0.35,0.00%
India,FY-2021,Tripura,North East Region,Jun-21,287,287,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Jun-21,24574,24574,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Jun-21,2189,2189,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Jun-21,8533.864172,8523.364089,10.5,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,May-21,58,54,4,7.00%
India,FY-2021,Andhra Pradesh,Southern Region,May-21,10252,10252,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,May-21,155.039,138,17.04,11.00%
India,FY-2021,Assam,North East Region,May-21,1951.377,1871,80.38,4.00%
India,FY-2021,Bihar,Eastern Region,May-21,5926.527465,5919.276352,7.25,0.00%
India,FY-2021,ChAndigarh,Northern Region,May-21,282,282,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,May-21,4059,4059,0,0.00%
India,FY-2021,Delhi,Northern Region,May-21,4959,4959,0,0.00%
India,FY-2021,Goa,Western Region,May-21,645.5,645.5,0,0.00%
India,FY-2021,Gujarat,Western Region,May-21,17924.2713,17918,6.27,0.00%
India,FY-2021,Haryana,Northern Region,May-21,8286,8286,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,May-21,1440,1440,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,May-21,1565.717008,1556.696956,9.02,1.00%
India,FY-2021,Karnataka,Southern Region,May-21,10829,10829,0,0.00%
India,FY-2021,Kerala,Southern Region,May-21,3882.3712,3879.6622,2.71,0.00%
India,FY-2021,Lakshadweep,Southern Region,May-21,10.62,10.62,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,May-21,10239.52,10239.52,0,0.00%
India,FY-2021,Maharashtra,Western Region,May-21,23745.90705,23721,24.91,0.00%
India,FY-2021,Manipur,North East Region,May-21,207.876,206,1.88,1.00%
India,FY-2021,Meghalaya,North East Region,May-21,329,329,0,0.00%
India,FY-2021,Mizoram,North East Region,May-21,107.064,107,0.06,0.00%
India,FY-2021,NagalAnd,North East Region,May-21,150.314,143,7.31,5.00%
India,FY-2021,Odisha,Eastern Region,May-21,5642.884489,5642.884489,0,0.00%
India,FY-2021,Puducherry,Southern Region,May-21,457.874186,457.440186,0.43,0.00%
India,FY-2021,Punjab,Northern Region,May-21,8195,8195,0,0.00%
India,FY-2021,Rajasthan,Northern Region,May-21,11531,11531,0,0.00%
India,FY-2021,Sikkim,Eastern Region,May-21,97.589114,97.589114,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,May-21,15695.6224,15695.6224,0,0.00%
India,FY-2021,Telangana,Southern Region,May-21,8202.472,8202,0.47,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,May-21,1027.21,1027,0.21,0.00%
India,FY-2021,Tripura,North East Region,May-21,307.287,306,1.29,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,May-21,20604,20604,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,May-21,1798,1798,0,0.00%
India,FY-2021,West Bengal,Eastern Region,May-21,8696.111157,8683.953622,12.16,0.00%
India,FY-2021,Andaman And Nicobar IslAnds,Eastern Region,Apr-21,58,54,4,7.00%
India,FY-2021,Andhra Pradesh,Southern Region,Apr-21,11570,11570,0,0.00%
India,FY-2021,Arunachal Pradesh,North East Region,Apr-21,173.617,142,31.62,18.00%
India,FY-2021,Assam,North East Region,Apr-21,1907.832,1823,84.83,4.00%
India,FY-2021,Bihar,Eastern Region,Apr-21,6010.527684,5794.513644,216.01,4.00%
India,FY-2021,ChAndigarh,Northern Region,Apr-21,228,228,0,0.00%
India,FY-2021,Chhattisgarh,Western Region,Apr-21,4792.02635,4787,5.03,0.00%
India,FY-2021,Delhi,Northern Region,Apr-21,4372,4372,0,0.00%
India,FY-2021,Goa,Western Region,Apr-21,613.7705,605,8.77,1.00%
India,FY-2021,Gujarat,Western Region,Apr-21,19360,19360,0,0.00%
India,FY-2021,Haryana,Northern Region,Apr-21,7763,7763,0,0.00%
India,FY-2021,Himachal Pradesh,Northern Region,Apr-21,1568,1568,0,0.00%
India,FY-2021,JharkhAnd,Eastern Region,Apr-21,1719.094748,1581.909186,137.19,8.00%
India,FY-2021,Karnataka,Southern Region,Apr-21,14158,14158,0,0.00%
India,FY-2021,Kerala,Southern Region,Apr-21,4261.233,4235.03,26.2,1.00%
India,FY-2021,Lakshadweep,Southern Region,Apr-21,10.165,10.165,0,0.00%
India,FY-2021,Madhya Pradesh,Western Region,Apr-21,11392.35,11392.35,0,0.00%
India,FY-2021,Maharashtra,Western Region,Apr-21,25652.9754,25644,8.98,0.00%
India,FY-2021,Manipur,North East Region,Apr-21,208.436,208,0.44,0.00%
India,FY-2021,Meghalaya,North East Region,Apr-21,357,357,0,0.00%
India,FY-2021,Mizoram,North East Region,Apr-21,111,111,0,0.00%
India,FY-2021,NagalAnd,North East Region,Apr-21,153.434,148,5.43,4.00%
India,FY-2021,Odisha,Eastern Region,Apr-21,5354.868142,5352.526412,2.34,0.00%
India,FY-2021,Puducherry,Southern Region,Apr-21,465.465515,465.465515,0,0.00%
India,FY-2021,Punjab,Northern Region,Apr-21,6860,6860,0,0.00%
India,FY-2021,Rajasthan,Northern Region,Apr-21,11570,11570,0,0.00%
India,FY-2021,Sikkim,Eastern Region,Apr-21,105.308136,105.308136,0,0.00%
India,FY-2021,Tamil Nadu,Southern Region,Apr-21,16540.8717,16519.3997,21.47,0.00%
India,FY-2021,Telangana,Southern Region,Apr-21,13621.727,13595,26.73,0.00%
India,FY-2021,The Dadra And Nagar Haveli And Daman And Diu,Western Region,Apr-21,1191.29645,1191,0.3,0.00%
India,FY-2021,Tripura,North East Region,Apr-21,300,300,0,0.00%
India,FY-2021,Uttar Pradesh,Northern Region,Apr-21,19837,19837,0,0.00%
India,FY-2021,UttarakhAnd,Northern Region,Apr-21,1917,1917,0,0.00%
India,FY-2021,West Bengal,Eastern Region,Apr-21,9089.124217,9086.738949,2.39,0.00%
India,FY-2020,Andaman And Nicobar IslAnds,Eastern Region,Mar-21,58,54,4,7.00%
India,FY-2020,Andhra Pradesh,Southern Region,Mar-21,11193,11193,0,0.00%
India,FY-2020,Arunachal Pradesh,North East Region,Mar-21,142.487,128,14.49,10.00%
India,FY-2020,Assam,North East Region,Mar-21,1751.432,1730,21.43,1.00%
India,FY-2020,Bihar,Eastern Region,Mar-21,5678.558393,5452,226.56,4.00%
India,FY-2020,ChAndigarh,Northern Region,Mar-21,198,198,0,0.00%
India,FY-2020,Chhattisgarh,Western Region,Mar-21,4682,4682,0,0.00%
India,FY-2020,Delhi,Northern Region,Mar-21,3709,3709,0,0.00%
India,FY-2020,Goa,Western Region,Mar-21,612.178225,611.75,0.43,0.00%
India,FY-2020,Gujarat,Western Region,Mar-21,18528.28335,18483,45.28,0.00%
